payment_id,user_id,trial_started_at,trial_started_flag,trial_converted_to_paid,payment_date,payment_amount,subscription_plan,payment_status
358,1256,2026-01-17 20:36:22,1,0,,14.99,monthly,failed
359,1259,2026-01-25 12:29:17,1,1,2026-02-02 02:29:17,14.99,monthly,paid
360,1260,2026-01-28 21:14:25,1,1,2026-02-05 22:14:25,14.99,monthly,paid
361,1261,2026-01-19 16:34:03,1,0,,14.99,monthly,failed
362,1262,2026-02-01 13:16:41,1,1,2026-02-14 20:16:41,14.99,monthly,paid
363,1266,2026-01-16 11:05:02,1,0,,14.99,monthly,failed
364,1267,2026-01-17 05:27:42,1,0,,14.99,monthly,failed
365,1270,2026-01-16 03:52:08,1,0,,14.99,monthly,failed
366,1278,2026-01-28 05:40:40,1,0,,94.99,yearly,failed
367,1281,2026-01-28 20:51:53,1,0,,14.99,monthly,failed
368,1283,2026-01-23 10:31:19,1,1,2026-01-28 23:31:19,35.99,quarterly,paid
369,1289,2026-01-17 03:34:30,1,1,2026-01-27 21:34:30,35.99,quarterly,paid
370,1290,2026-01-26 01:44:03,1,1,2026-02-08 20:44:03,35.99,quarterly,paid
371,1292,2026-01-31 06:06:54,1,0,,14.99,monthly,failed
372,1293,2026-01-24 04:03:00,1,0,,14.99,monthly,failed
373,1294,2026-01-15 18:50:09,1,1,2026-01-21 12:50:09,94.99,yearly,paid
374,1297,2026-01-19 19:17:41,1,0,,35.99,quarterly,failed
375,1300,2026-01-16 01:04:47,1,0,,14.99,monthly,failed
376,1304,2026-01-30 20:25:08,1,1,2026-02-06 07:25:08,14.99,monthly,paid
377,1310,2026-01-30 19:56:04,1,0,,14.99,monthly,failed
378,1311,2026-01-25 15:52:14,1,0,,14.99,monthly,failed
379,1313,2026-01-30 05:04:52,1,0,,14.99,monthly,failed
380,1318,2026-01-25 01:51:02,1,1,2026-02-05 21:51:02,14.99,monthly,paid
381,1321,2026-01-17 01:44:15,1,0,,35.99,quarterly,failed
382,1323,2026-01-26 01:15:48,1,0,,14.99,monthly,failed
383,1324,2026-01-30 14:42:55,1,0,,14.99,monthly,failed
384,1326,2026-01-18 09:32:17,1,1,2026-01-25 12:32:17,35.99,quarterly,paid
385,1328,2026-01-18 00:36:11,1,0,,14.99,monthly,failed
386,1330,2026-01-21 01:30:22,1,0,,14.99,monthly,failed
387,1331,2026-01-23 03:32:17,1,1,2026-02-03 02:32:17,35.99,quarterly,paid
388,1335,2026-01-25 22:42:03,1,1,2026-02-04 12:42:03,94.99,yearly,paid
389,1347,2026-01-30 18:06:53,1,1,2026-02-08 02:06:53,35.99,quarterly,paid
390,1350,2026-01-26 11:50:48,1,1,2026-02-08 03:50:48,35.99,quarterly,paid
391,1356,2026-01-24 15:44:31,1,0,,14.99,monthly,failed
392,1357,2026-01-21 12:22:44,1,1,2026-02-02 04:22:44,14.99,monthly,paid
393,1359,2026-01-17 16:01:52,1,0,,14.99,monthly,failed
394,1365,2026-01-25 22:21:44,1,0,,94.99,yearly,failed
395,1368,2026-01-24 02:56:17,1,0,,14.99,monthly,failed
396,1370,2026-01-27 12:53:32,1,0,,35.99,quarterly,failed
397,1371,2026-01-30 00:20:00,1,1,2026-02-12 01:20:00,14.99,monthly,paid
398,1372,2026-01-21 14:03:47,1,0,,14.99,monthly,failed
399,1374,2026-01-23 19:30:56,1,1,2026-01-29 11:30:56,14.99,monthly,paid
400,1381,2026-02-02 12:02:53,1,1,2026-02-16 02:02:53,14.99,monthly,paid
401,1383,2026-01-22 16:27:24,1,1,2026-02-01 14:27:24,14.99,monthly,paid
402,1387,2026-01-26 00:40:17,1,0,,14.99,monthly,failed
403,1390,2026-02-01 03:53:54,1,1,2026-02-13 09:53:54,14.99,monthly,paid
404,1391,2026-01-22 00:51:07,1,0,,14.99,monthly,failed
405,1399,2026-01-16 04:12:15,1,0,,94.99,yearly,failed
406,1402,2026-01-20 14:28:47,1,0,,14.99,monthly,failed
407,1404,2026-01-20 20:34:36,1,1,2026-02-02 06:34:36,14.99,monthly,paid
408,1407,2026-01-21 05:34:56,1,0,,35.99,quarterly,failed
409,1412,2026-01-26 03:05:15,1,0,,35.99,quarterly,failed
410,1414,2026-01-29 08:07:32,1,1,2026-02-03 12:07:32,14.99,monthly,paid
411,1416,2026-01-28 17:48:00,1,0,,14.99,monthly,failed
412,1417,2026-01-25 23:02:32,1,1,2026-02-08 06:02:32,14.99,monthly,paid
413,1419,2026-01-29 17:16:28,1,1,2026-02-09 18:16:28,35.99,quarterly,paid
414,1425,2026-01-20 21:18:37,1,1,2026-01-27 04:18:37,14.99,monthly,paid
415,1426,2026-01-29 10:22:20,1,1,2026-02-04 00:22:20,14.99,monthly,paid
416,1430,2026-01-29 08:20:11,1,1,2026-02-10 03:20:11,14.99,monthly,paid
417,1437,2026-01-23 12:16:32,1,0,,94.99,yearly,failed
418,1438,2026-01-26 16:23:32,1,0,,14.99,monthly,failed
419,1439,2026-01-21 10:07:52,1,0,,35.99,quarterly,failed
420,1441,2026-01-30 05:03:19,1,1,2026-02-12 16:03:19,14.99,monthly,paid
421,1443,2026-02-01 05:20:19,1,1,2026-02-08 02:20:19,94.99,yearly,paid
422,1450,2026-01-18 12:01:30,1,0,,14.99,monthly,failed
423,1452,2026-01-17 04:45:36,1,0,,35.99,quarterly,failed
424,1459,2026-01-20 09:38:56,1,0,,14.99,monthly,failed
425,1462,2026-01-20 18:31:42,1,0,,14.99,monthly,failed
426,1464,2026-01-16 15:47:30,1,0,,14.99,monthly,failed
427,1476,2026-01-20 11:14:42,1,0,,14.99,monthly,failed
428,1477,2026-01-24 12:07:44,1,0,,14.99,monthly,failed
429,1482,2026-01-16 21:40:39,1,0,,14.99,monthly,failed
430,1484,2026-01-18 12:43:28,1,0,,14.99,monthly,failed
431,1489,2026-01-17 11:19:35,1,1,2026-01-26 20:19:35,35.99,quarterly,paid
432,1490,2026-01-25 04:19:56,1,0,,14.99,monthly,failed
433,1491,2026-01-20 21:08:02,1,0,,94.99,yearly,failed
434,1492,2026-01-25 04:43:00,1,1,2026-02-04 00:43:00,35.99,quarterly,paid
435,1499,2026-01-23 19:37:47,1,0,,35.99,quarterly,failed
436,1502,2026-01-19 17:13:19,1,0,,14.99,monthly,failed
437,1505,2026-01-26 19:45:55,1,0,,35.99,quarterly,failed
438,1506,2026-01-20 21:55:58,1,0,,35.99,quarterly,failed
439,1509,2026-01-30 02:12:55,1,0,,14.99,monthly,failed
440,1514,2026-01-20 18:56:24,1,0,,14.99,monthly,failed
441,1515,2026-01-21 00:43:19,1,0,,14.99,monthly,failed
442,1532,2026-01-16 04:46:40,1,0,,94.99,yearly,failed
443,1535,2026-01-29 01:09:20,1,0,,35.99,quarterly,failed
444,1542,2026-01-20 18:35:19,1,1,2026-02-01 00:35:19,14.99,monthly,paid
445,1548,2026-01-31 04:34:10,1,0,,14.99,monthly,failed
446,1551,2026-01-20 00:30:43,1,0,,35.99,quarterly,failed
447,1552,2026-01-30 05:10:29,1,1,2026-02-08 17:10:29,14.99,monthly,paid
448,1559,2026-02-02 09:02:05,1,0,,14.99,monthly,failed
449,1562,2026-01-20 10:44:22,1,0,,14.99,monthly,failed
450,1565,2026-01-25 17:13:46,1,0,,14.99,monthly,failed
451,1566,2026-01-22 21:25:07,1,1,2026-01-29 16:25:07,94.99,yearly,paid
452,1574,2026-01-30 03:46:08,1,1,2026-02-07 17:46:08,35.99,quarterly,paid
453,1576,2026-01-22 07:54:24,1,1,2026-01-28 02:54:24,35.99,quarterly,paid
454,1583,2026-01-25 16:16:58,1,1,2026-02-02 19:16:58,14.99,monthly,paid
455,1588,2026-01-18 01:52:05,1,0,,14.99,monthly,failed
456,1592,2026-01-21 10:21:47,1,1,2026-02-02 16:21:47,14.99,monthly,paid
457,1597,2026-01-26 17:56:09,1,0,,94.99,yearly,failed
458,1599,2026-01-31 05:51:26,1,0,,94.99,yearly,failed
459,1600,2026-01-27 08:54:04,1,0,,14.99,monthly,failed
460,1601,2026-01-20 12:00:43,1,0,,14.99,monthly,failed
461,1603,2026-01-30 12:59:15,1,0,,14.99,monthly,failed
462,1606,2026-01-30 05:07:40,1,0,,94.99,yearly,failed
463,1611,2026-01-28 15:46:38,1,1,2026-02-07 01:46:38,14.99,monthly,paid
464,1617,2026-01-28 13:06:01,1,1,2026-02-05 16:06:01,35.99,quarterly,paid
465,1618,2026-01-25 07:58:31,1,1,2026-02-04 11:58:31,35.99,quarterly,paid
466,1620,2026-02-02 01:38:38,1,0,,94.99,yearly,failed
467,1626,2026-02-01 23:10:42,1,1,2026-02-09 21:10:42,14.99,monthly,paid
468,1628,2026-01-25 06:31:57,1,1,2026-02-01 07:31:57,14.99,monthly,paid
469,1630,2026-01-18 04:46:45,1,0,,35.99,quarterly,failed
470,1631,2026-01-25 13:39:29,1,0,,14.99,monthly,failed
471,1639,2026-01-19 19:24:00,1,1,2026-01-30 10:24:00,14.99,monthly,paid
472,1645,2026-01-19 00:52:03,1,1,2026-01-26 02:52:03,14.99,monthly,paid
473,1647,2026-01-20 23:08:55,1,0,,94.99,yearly,failed
474,1650,2026-01-30 18:11:16,1,0,,94.99,yearly,failed
475,1653,2026-01-17 11:10:48,1,0,,14.99,monthly,failed
476,1654,2026-01-26 23:03:04,1,1,2026-02-01 22:03:04,14.99,monthly,paid
477,1660,2026-01-20 06:29:42,1,0,,35.99,quarterly,failed
478,1661,2026-01-25 18:49:52,1,1,2026-02-05 05:49:52,14.99,monthly,paid
479,1662,2026-01-25 10:11:39,1,1,2026-02-06 02:11:39,14.99,monthly,paid
480,1664,2026-01-25 21:50:40,1,0,,14.99,monthly,failed
481,1671,2026-01-29 00:20:53,1,1,2026-02-03 17:20:53,94.99,yearly,paid
482,1675,2026-01-29 02:47:11,1,0,,94.99,yearly,failed
483,1680,2026-01-24 12:56:59,1,1,2026-02-01 21:56:59,14.99,monthly,paid
484,1684,2026-01-30 02:46:46,1,0,,35.99,quarterly,failed
485,1687,2026-01-23 14:37:40,1,1,2026-02-04 11:37:40,14.99,monthly,paid
486,1696,2026-01-26 19:29:35,1,1,2026-02-08 21:29:35,14.99,monthly,paid
487,1697,2026-01-24 02:16:10,1,0,,14.99,monthly,failed
488,1703,2026-01-27 23:14:45,1,0,,14.99,monthly,failed
489,1704,2026-01-20 08:24:47,1,1,2026-01-29 03:24:47,14.99,monthly,paid
490,1706,2026-01-30 02:27:54,1,1,2026-02-10 02:27:54,14.99,monthly,paid
491,1714,2026-01-27 14:15:57,1,0,,94.99,yearly,failed
492,1715,2026-01-26 19:55:45,1,1,2026-02-08 08:55:45,35.99,quarterly,paid
493,1717,2026-01-26 23:31:19,1,0,,14.99,monthly,failed
494,1718,2026-01-21 11:39:12,1,1,2026-02-02 16:39:12,35.99,quarterly,paid
495,1722,2026-01-27 19:37:13,1,0,,94.99,yearly,failed
496,1726,2026-01-28 15:26:51,1,0,,94.99,yearly,failed
497,1737,2026-01-24 05:10:30,1,0,,14.99,monthly,failed
498,1738,2026-01-18 05:44:38,1,1,2026-01-23 20:44:38,14.99,monthly,paid
499,1739,2026-01-15 22:19:27,1,0,,14.99,monthly,failed
500,1740,2026-01-18 18:23:38,1,0,,14.99,monthly,failed
501,1742,2026-01-29 13:23:20,1,1,2026-02-07 04:23:20,14.99,monthly,paid
502,1745,2026-01-19 20:49:15,1,0,,14.99,monthly,failed
503,1749,2026-01-29 15:26:02,1,0,,14.99,monthly,failed
504,1752,2026-01-30 15:07:44,1,1,2026-02-05 08:07:44,14.99,monthly,paid
505,1757,2026-01-21 22:01:15,1,1,2026-01-29 19:01:15,14.99,monthly,paid
506,1758,2026-01-25 17:21:58,1,1,2026-02-03 15:21:58,14.99,monthly,paid
507,1762,2026-01-22 03:55:44,1,0,,14.99,monthly,failed
508,1765,2026-01-26 10:55:13,1,0,,14.99,monthly,failed
509,1766,2026-02-01 15:38:08,1,0,,14.99,monthly,failed
510,1774,2026-01-22 19:47:44,1,0,,14.99,monthly,failed
511,1780,2026-01-26 22:18:04,1,0,,94.99,yearly,failed
512,1782,2026-01-22 07:30:24,1,0,,35.99,quarterly,failed
513,1786,2026-01-20 16:23:14,1,0,,14.99,monthly,failed
514,1793,2026-01-22 01:16:39,1,1,2026-02-01 03:16:39,35.99,quarterly,paid
515,1797,2026-02-02 10:03:47,1,1,2026-02-07 16:03:47,14.99,monthly,paid
516,1798,2026-01-19 20:47:33,1,0,,35.99,quarterly,failed
517,1799,2026-01-24 19:22:39,1,0,,14.99,monthly,failed
518,1804,2026-01-20 23:51:05,1,0,,14.99,monthly,failed
519,1808,2026-01-25 00:26:54,1,1,2026-01-30 11:26:54,35.99,quarterly,paid
520,1812,2026-01-27 11:13:40,1,0,,14.99,monthly,failed
521,1815,2026-01-30 22:30:50,1,0,,35.99,quarterly,failed
522,1817,2026-01-19 09:29:05,1,1,2026-02-01 02:29:05,94.99,yearly,paid
523,1820,2026-01-21 23:16:03,1,0,,14.99,monthly,failed
524,1826,2026-02-01 02:52:11,1,1,2026-02-06 10:52:11,14.99,monthly,paid
525,1828,2026-02-01 07:42:14,1,0,,14.99,monthly,failed
526,1830,2026-02-01 18:48:20,1,0,,14.99,monthly,failed
527,1832,2026-01-31 07:49:25,1,1,2026-02-09 03:49:25,14.99,monthly,paid
528,1835,2026-01-22 23:19:50,1,0,,35.99,quarterly,failed
529,1837,2026-02-01 22:02:31,1,0,,14.99,monthly,failed
530,1841,2026-01-23 15:27:57,1,0,,14.99,monthly,failed
531,1848,2026-01-25 04:17:04,1,0,,14.99,monthly,failed
532,1850,2026-01-18 12:26:49,1,1,2026-02-01 09:26:49,14.99,monthly,paid
533,1851,2026-01-16 23:22:47,1,0,,14.99,monthly,failed
534,1852,2026-01-20 14:19:41,1,0,,14.99,monthly,failed
535,1856,2026-01-29 18:35:19,1,0,,14.99,monthly,failed
536,1858,2026-01-26 12:21:53,1,0,,14.99,monthly,failed
537,1861,2026-01-29 08:50:36,1,1,2026-02-04 04:50:36,14.99,monthly,paid
538,1862,2026-01-21 03:46:53,1,0,,14.99,monthly,failed
539,1868,2026-01-29 12:05:09,1,0,,14.99,monthly,failed
540,1873,2026-01-26 17:10:22,1,1,2026-02-01 09:10:22,94.99,yearly,paid
541,1876,2026-01-18 05:13:38,1,1,2026-01-30 13:13:38,35.99,quarterly,paid
542,1883,2026-01-18 19:33:19,1,1,2026-02-01 15:33:19,35.99,quarterly,paid
543,1886,2026-01-19 14:13:57,1,0,,14.99,monthly,failed
544,1894,2026-01-27 19:46:48,1,1,2026-02-06 08:46:48,14.99,monthly,paid
545,1898,2026-01-31 02:49:35,1,0,,14.99,monthly,failed
546,1900,2026-01-22 02:26:36,1,1,2026-01-31 03:26:36,14.99,monthly,paid
547,1907,2026-01-21 03:49:34,1,0,,94.99,yearly,failed
548,1909,2026-01-16 19:54:39,1,1,2026-01-22 08:54:39,14.99,monthly,paid
549,1911,2026-01-18 05:19:14,1,0,,14.99,monthly,failed
550,1918,2026-01-24 03:10:04,1,0,,14.99,monthly,failed
551,1927,2026-01-21 19:45:53,1,0,,94.99,yearly,failed
552,1928,2026-01-17 16:16:15,1,0,,35.99,quarterly,failed
553,1929,2026-01-19 05:27:40,1,0,,14.99,monthly,failed
554,1930,2026-02-01 05:31:04,1,1,2026-02-11 14:31:04,14.99,monthly,paid
555,1932,2026-01-23 08:40:06,1,0,,14.99,monthly,failed
556,1941,2026-01-18 01:04:23,1,1,2026-01-29 20:04:23,35.99,quarterly,paid
557,1944,2026-01-15 16:15:44,1,0,,35.99,quarterly,failed
558,1948,2026-01-31 15:04:26,1,1,2026-02-06 05:04:26,14.99,monthly,paid
559,1951,2026-01-31 15:29:35,1,0,,14.99,monthly,failed
560,1952,2026-01-25 23:07:00,1,0,,14.99,monthly,failed
561,1961,2026-01-30 01:35:28,1,0,,14.99,monthly,failed
562,1964,2026-01-30 07:52:10,1,1,2026-02-09 11:52:10,14.99,monthly,paid
563,1965,2026-01-29 03:17:56,1,1,2026-02-10 08:17:56,14.99,monthly,paid
564,1971,2026-01-29 10:07:40,1,0,,35.99,quarterly,failed
565,1974,2026-01-22 10:17:09,1,0,,35.99,quarterly,failed
566,1977,2026-01-31 20:10:33,1,1,2026-02-14 01:10:33,14.99,monthly,paid
567,1979,2026-01-17 12:17:46,1,1,2026-01-25 06:17:46,14.99,monthly,paid
568,1981,2026-01-27 18:17:01,1,0,,94.99,yearly,failed
569,1984,2026-01-29 17:20:31,1,1,2026-02-06 17:20:31,14.99,monthly,paid
570,1986,2026-01-28 17:48:11,1,1,2026-02-10 23:48:11,14.99,monthly,paid
571,1988,2026-01-19 00:28:38,1,1,2026-01-27 01:28:38,94.99,yearly,paid
572,1989,2026-01-18 21:56:27,1,0,,94.99,yearly,failed
573,1994,2026-01-27 19:43:03,1,1,2026-02-02 09:43:03,14.99,monthly,paid
574,1999,2026-01-21 05:30:04,1,1,2026-01-31 13:30:04,14.99,monthly,paid
575,2000,2026-01-21 03:36:20,1,1,2026-02-03 05:36:20,35.99,quarterly,paid
576,2001,2026-01-30 05:16:38,1,1,2026-02-05 04:16:38,14.99,monthly,paid
577,2002,2026-01-16 07:19:18,1,1,2026-01-24 04:19:18,14.99,monthly,paid
578,2007,2026-01-22 13:05:45,1,0,,35.99,quarterly,failed
579,2009,2026-01-29 12:21:18,1,1,2026-02-10 06:21:18,14.99,monthly,paid
580,2012,2026-01-22 07:18:51,1,1,2026-01-30 18:18:51,35.99,quarterly,paid
581,2013,2026-01-18 07:29:42,1,0,,35.99,quarterly,failed
582,2016,2026-01-21 15:12:57,1,0,,35.99,quarterly,failed
583,2017,2026-01-22 09:53:10,1,0,,94.99,yearly,failed
584,2020,2026-01-23 04:07:42,1,0,,35.99,quarterly,failed
585,2022,2026-01-26 19:15:36,1,0,,35.99,quarterly,failed
586,2030,2026-01-20 22:49:37,1,0,,35.99,quarterly,failed
587,2039,2026-02-01 21:05:31,1,0,,14.99,monthly,failed
588,2040,2026-01-24 06:27:00,1,0,,94.99,yearly,failed
589,2050,2026-01-27 00:16:41,1,0,,35.99,quarterly,failed
590,2055,2026-01-27 15:31:06,1,1,2026-02-02 03:31:06,35.99,quarterly,paid
591,2056,2026-01-21 22:27:53,1,0,,14.99,monthly,failed
592,2058,2026-01-28 14:18:44,1,0,,35.99,quarterly,failed
593,2059,2026-01-22 00:50:32,1,0,,94.99,yearly,failed
594,2061,2026-01-30 12:52:18,1,1,2026-02-11 05:52:18,35.99,quarterly,paid
595,2062,2026-01-25 12:13:19,1,0,,35.99,quarterly,failed
596,2066,2026-01-25 05:38:42,1,0,,94.99,yearly,failed
597,2075,2026-01-27 10:10:53,1,1,2026-02-09 08:10:53,14.99,monthly,paid
598,2079,2026-01-20 15:29:00,1,0,,35.99,quarterly,failed
599,2080,2026-01-17 04:19:45,1,1,2026-01-26 22:19:45,14.99,monthly,paid
600,2081,2026-01-30 04:30:40,1,1,2026-02-08 04:30:40,14.99,monthly,paid
601,2087,2026-01-29 07:05:27,1,0,,14.99,monthly,failed
602,2089,2026-01-21 00:27:11,1,1,2026-02-03 15:27:11,14.99,monthly,paid
603,2097,2026-01-31 12:24:38,1,1,2026-02-11 13:24:38,14.99,monthly,paid
604,2098,2026-01-29 16:08:13,1,1,2026-02-06 19:08:13,35.99,quarterly,paid
605,2099,2026-01-28 18:30:30,1,0,,35.99,quarterly,failed
606,2100,2026-01-19 07:38:44,1,0,,14.99,monthly,failed
607,2101,2026-01-31 17:35:23,1,1,2026-02-08 12:35:23,14.99,monthly,paid
608,2108,2026-01-18 05:34:15,1,0,,14.99,monthly,failed
609,2110,2026-01-21 00:40:35,1,1,2026-02-03 19:40:35,94.99,yearly,paid
610,2111,2026-01-20 22:41:25,1,0,,35.99,quarterly,failed
611,2112,2026-01-27 15:17:33,1,1,2026-02-02 06:17:33,14.99,monthly,paid
612,2114,2026-01-31 18:24:48,1,0,,14.99,monthly,failed
613,2120,2026-01-28 08:10:03,1,0,,14.99,monthly,failed
614,2130,2026-01-21 01:45:37,1,1,2026-01-28 18:45:37,14.99,monthly,paid
615,2131,2026-01-28 13:56:32,1,1,2026-02-10 04:56:32,94.99,yearly,paid
616,2134,2026-01-22 21:04:04,1,0,,94.99,yearly,failed
617,2141,2026-01-27 11:55:37,1,0,,14.99,monthly,failed
618,2142,2026-01-31 18:02:38,1,0,,14.99,monthly,failed
619,2143,2026-01-31 22:40:44,1,1,2026-02-12 13:40:44,35.99,quarterly,paid
620,2147,2026-01-19 05:59:46,1,0,,35.99,quarterly,failed
621,2148,2026-02-01 10:51:44,1,1,2026-02-13 09:51:44,35.99,quarterly,paid
622,2151,2026-01-20 15:52:27,1,0,,94.99,yearly,failed
623,2153,2026-01-30 13:29:53,1,0,,14.99,monthly,failed
624,2154,2026-01-24 23:10:32,1,0,,94.99,yearly,failed
625,2156,2026-01-24 04:50:53,1,0,,14.99,monthly,failed
626,2160,2026-01-22 12:19:02,1,1,2026-02-04 13:19:02,14.99,monthly,paid
627,2162,2026-01-19 17:38:08,1,1,2026-02-02 08:38:08,35.99,quarterly,paid
628,2166,2026-01-31 01:56:26,1,0,,14.99,monthly,failed
629,2169,2026-02-01 15:55:24,1,1,2026-02-15 07:55:24,35.99,quarterly,paid
630,2174,2026-01-28 01:59:03,1,1,2026-02-09 05:59:03,35.99,quarterly,paid
631,2175,2026-01-20 06:08:06,1,0,,14.99,monthly,failed
632,2183,2026-01-26 07:20:16,1,0,,14.99,monthly,failed
633,2184,2026-01-26 02:05:10,1,1,2026-02-05 12:05:10,94.99,yearly,paid
634,2188,2026-01-19 22:11:08,1,0,,14.99,monthly,failed
635,2190,2026-01-26 02:04:20,1,0,,35.99,quarterly,failed
636,2191,2026-01-21 07:54:52,1,0,,14.99,monthly,failed
637,2202,2026-01-16 08:03:46,1,0,,35.99,quarterly,failed
638,2203,2026-01-15 18:58:52,1,0,,94.99,yearly,failed
639,2204,2026-01-20 19:08:27,1,0,,14.99,monthly,failed
640,2207,2026-01-18 12:47:43,1,1,2026-01-26 07:47:43,14.99,monthly,paid
641,2208,2026-01-31 04:22:58,1,0,,35.99,quarterly,failed
642,2225,2026-01-23 13:38:28,1,1,2026-02-06 10:38:28,35.99,quarterly,paid
643,2226,2026-01-26 01:49:29,1,0,,14.99,monthly,failed
644,2228,2026-02-01 17:37:24,1,1,2026-02-06 20:37:24,35.99,quarterly,paid
645,2230,2026-02-02 15:10:30,1,1,2026-02-08 08:10:30,14.99,monthly,paid
646,2237,2026-01-20 08:46:14,1,0,,35.99,quarterly,failed
647,2238,2026-01-20 00:25:04,1,0,,35.99,quarterly,failed
648,2239,2026-01-24 06:16:48,1,1,2026-01-31 16:16:48,14.99,monthly,paid
649,2241,2026-01-20 06:13:48,1,0,,94.99,yearly,failed
650,2242,2026-01-26 14:41:20,1,0,,14.99,monthly,failed
651,2245,2026-01-27 21:02:15,1,1,2026-02-02 09:02:15,94.99,yearly,paid
652,2248,2026-01-19 17:57:12,1,0,,35.99,quarterly,failed
653,2253,2026-01-19 13:24:41,1,0,,94.99,yearly,failed
654,2255,2026-01-20 01:23:32,1,1,2026-01-29 09:23:32,14.99,monthly,paid
655,2256,2026-01-26 17:57:16,1,1,2026-02-02 00:57:16,35.99,quarterly,paid
656,2267,2026-01-27 15:49:31,1,0,,14.99,monthly,failed
657,2277,2026-01-19 14:40:20,1,0,,94.99,yearly,failed
658,2279,2026-01-21 08:26:40,1,1,2026-01-31 23:26:40,14.99,monthly,paid
659,2281,2026-01-29 02:20:26,1,0,,14.99,monthly,failed
660,2284,2026-01-28 14:17:06,1,0,,35.99,quarterly,failed
661,2290,2026-01-23 01:59:59,1,0,,14.99,monthly,failed
662,2292,2026-01-22 00:11:26,1,1,2026-01-31 03:11:26,14.99,monthly,paid
663,2298,2026-01-23 16:25:58,1,1,2026-02-06 13:25:58,35.99,quarterly,paid
664,2299,2026-01-20 13:33:33,1,0,,14.99,monthly,failed
665,2303,2026-01-25 22:30:16,1,0,,35.99,quarterly,failed
666,2306,2026-01-17 21:12:24,1,1,2026-01-26 13:12:24,14.99,monthly,paid
667,2317,2026-01-16 13:25:23,1,1,2026-01-27 23:25:23,14.99,monthly,paid
668,2323,2026-01-22 03:56:22,1,1,2026-02-03 05:56:22,14.99,monthly,paid
669,2332,2026-01-29 16:12:24,1,0,,14.99,monthly,failed
670,2335,2026-01-24 15:41:19,1,1,2026-02-06 17:41:19,14.99,monthly,paid
671,2348,2026-01-28 14:57:00,1,0,,14.99,monthly,failed
672,2358,2026-01-19 19:25:45,1,0,,14.99,monthly,failed
673,2362,2026-01-28 18:36:29,1,1,2026-02-08 10:36:29,14.99,monthly,paid
674,2367,2026-01-22 13:35:49,1,1,2026-02-02 14:35:49,14.99,monthly,paid
675,2374,2026-01-23 12:35:26,1,0,,94.99,yearly,failed
676,2381,2026-01-18 06:15:49,1,0,,14.99,monthly,failed
677,2382,2026-01-24 10:04:53,1,1,2026-01-31 02:04:53,14.99,monthly,paid
678,2383,2026-01-31 23:29:45,1,1,2026-02-13 09:29:45,14.99,monthly,paid
679,2385,2026-01-19 12:55:27,1,1,2026-01-31 04:55:27,14.99,monthly,paid
680,2386,2026-01-30 02:02:03,1,0,,35.99,quarterly,failed
681,2389,2026-02-01 21:55:47,1,0,,14.99,monthly,failed
682,2395,2026-01-24 23:02:50,1,1,2026-02-01 07:02:50,14.99,monthly,paid
683,2399,2026-01-20 19:46:51,1,1,2026-02-02 13:46:51,14.99,monthly,paid
684,2406,2026-01-29 10:02:49,1,0,,35.99,quarterly,failed
685,2411,2026-01-24 20:27:02,1,0,,14.99,monthly,failed
686,2412,2026-01-16 23:10:45,1,1,2026-01-25 00:10:45,14.99,monthly,paid
687,2413,2026-01-31 07:49:51,1,0,,35.99,quarterly,failed
688,2419,2026-01-20 17:39:52,1,1,2026-01-28 03:39:52,14.99,monthly,paid
689,2421,2026-01-19 16:29:50,1,1,2026-01-25 14:29:50,14.99,monthly,paid
690,2423,2026-01-17 21:21:24,1,0,,14.99,monthly,failed
691,2424,2026-01-30 23:15:26,1,0,,14.99,monthly,failed
692,2429,2026-01-29 07:52:32,1,0,,14.99,monthly,failed
693,2442,2026-01-16 17:26:07,1,1,2026-01-27 08:26:07,14.99,monthly,paid
694,2446,2026-01-31 06:57:38,1,0,,14.99,monthly,failed
695,2448,2026-01-27 00:41:11,1,1,2026-02-06 10:41:11,14.99,monthly,paid
696,2455,2026-01-30 06:39:18,1,0,,35.99,quarterly,failed
697,2457,2026-01-30 07:54:46,1,0,,94.99,yearly,failed
698,2460,2026-01-16 14:16:14,1,0,,35.99,quarterly,failed
699,2463,2026-01-24 21:26:20,1,0,,94.99,yearly,failed
700,2471,2026-01-30 10:04:31,1,1,2026-02-10 19:04:31,14.99,monthly,paid
701,2473,2026-01-22 12:12:58,1,0,,35.99,quarterly,failed
702,2475,2026-01-16 20:41:51,1,0,,14.99,monthly,failed
703,2478,2026-01-18 21:51:51,1,1,2026-01-28 00:51:51,35.99,quarterly,paid
704,2480,2026-01-17 22:57:15,1,1,2026-01-27 05:57:15,14.99,monthly,paid
705,2483,2026-01-18 19:33:31,1,1,2026-01-30 04:33:31,14.99,monthly,paid
706,2485,2026-01-21 17:16:36,1,0,,14.99,monthly,failed
707,2486,2026-01-21 18:11:22,1,1,2026-01-30 12:11:22,35.99,quarterly,paid
708,2491,2026-01-21 15:38:28,1,1,2026-02-02 18:38:28,14.99,monthly,paid
709,2495,2026-01-23 20:49:34,1,1,2026-02-03 12:49:34,35.99,quarterly,paid
710,2501,2026-01-26 22:21:48,1,1,2026-02-01 07:21:48,14.99,monthly,paid
711,2509,2026-01-22 11:11:18,1,0,,14.99,monthly,failed
712,2516,2026-01-29 06:28:55,1,1,2026-02-05 04:28:55,14.99,monthly,paid
