user_id,registration_date,country,device_type,acquisition_channel,language_level,goal_type,motivation_type,onboarding_version,experiment_period,trial_started_flag,paid_flag
996,2026-01-25 15:24:47,Netherlands,android,tiktok_ads,beginner,work,medium,old,before_change,0,0
997,2026-01-23 22:45:42,Poland,ios,organic,beginner,self_development,low,old,before_change,0,0
998,2026-01-21 03:08:53,Poland,android,instagram_ads,intermediate,travel,medium,old,before_change,0,0
999,2026-01-31 08:24:09,Poland,android,organic,elementary,travel,medium,old,before_change,0,0
1000,2026-01-23 17:11:51,Brazil,android,organic,intermediate,exam,high,old,before_change,0,0
1001,2026-01-28 17:47:11,Germany,ios,blog,beginner,self_development,low,old,before_change,0,0
1002,2026-01-27 12:34:33,Brazil,ios,organic,elementary,work,medium,old,before_change,0,0
1003,2026-01-24 11:47:36,Germany,ios,tiktok_ads,beginner,exam,medium,old,before_change,1,0
1004,2026-01-30 01:39:08,Germany,ios,tiktok_ads,beginner,self_development,high,old,before_change,0,0
1005,2026-01-17 04:19:59,Brazil,android,organic,intermediate,travel,high,old,before_change,0,0
1006,2026-01-30 15:47:28,Netherlands,android,blog,intermediate,self_development,medium,old,before_change,0,0
1007,2026-01-29 10:53:31,Poland,ios,organic,elementary,work,low,old,before_change,1,0
1008,2026-01-23 13:28:56,Poland,android,instagram_ads,beginner,work,medium,old,before_change,1,1
1009,2026-01-27 11:13:26,Poland,android,referral,elementary,travel,high,old,before_change,0,0
1010,2026-01-23 20:16:20,Poland,ios,tiktok_ads,elementary,work,medium,old,before_change,1,1
1011,2026-01-19 13:39:21,Poland,ios,paid_search,elementary,self_development,medium,old,before_change,1,1
1012,2026-01-28 14:20:49,Germany,android,referral,elementary,work,high,old,before_change,1,1
1013,2026-01-19 04:20:10,Netherlands,ios,blog,elementary,travel,medium,old,before_change,0,0
1014,2026-01-20 08:17:45,Germany,android,instagram_ads,beginner,travel,high,old,before_change,1,0
1015,2026-01-23 19:52:15,Germany,ios,tiktok_ads,elementary,self_development,medium,old,before_change,0,0
1016,2026-01-29 05:39:07,Germany,ios,paid_search,beginner,work,medium,old,before_change,1,1
1017,2026-01-21 12:38:30,Poland,android,paid_search,elementary,travel,high,old,before_change,1,1
1018,2026-01-23 09:36:35,Poland,android,instagram_ads,elementary,self_development,medium,old,before_change,0,0
1019,2026-01-15 16:59:58,Italy,android,organic,beginner,travel,high,old,before_change,0,0
1020,2026-01-16 23:16:10,Italy,ios,tiktok_ads,beginner,self_development,low,old,before_change,0,0
1021,2026-01-15 22:49:35,Italy,android,organic,elementary,travel,high,old,before_change,1,0
1022,2026-01-16 05:24:00,Germany,android,organic,elementary,travel,high,old,before_change,0,0
1023,2026-01-29 18:21:22,Poland,android,paid_search,beginner,work,high,old,before_change,1,0
1024,2026-01-29 07:31:59,Poland,android,organic,beginner,self_development,medium,old,before_change,0,0
1025,2026-01-28 23:19:46,Poland,android,instagram_ads,beginner,exam,high,old,before_change,0,0
1026,2026-01-15 22:40:18,Germany,android,instagram_ads,beginner,travel,medium,old,before_change,0,0
1027,2026-01-16 07:40:44,Germany,android,organic,elementary,self_development,low,old,before_change,0,0
1028,2026-01-19 18:29:22,Italy,android,organic,beginner,self_development,high,old,before_change,1,1
1029,2026-01-24 14:38:25,Germany,android,organic,beginner,work,high,old,before_change,0,0
1030,2026-01-20 16:19:30,Spain,android,instagram_ads,beginner,work,high,old,before_change,0,0
1031,2026-01-23 06:55:28,Brazil,android,paid_search,beginner,work,medium,old,before_change,0,0
1032,2026-01-17 22:34:54,Germany,ios,tiktok_ads,beginner,travel,medium,old,before_change,0,0
1033,2026-01-27 10:09:26,Germany,ios,instagram_ads,intermediate,self_development,low,old,before_change,0,0
1034,2026-01-20 08:04:06,Italy,ios,paid_search,elementary,exam,medium,old,before_change,0,0
1035,2026-01-16 03:08:55,Poland,android,organic,elementary,self_development,medium,old,before_change,0,0
1036,2026-01-27 15:01:06,Italy,ios,paid_search,beginner,self_development,high,old,before_change,1,0
1037,2026-01-30 08:20:15,Spain,ios,paid_search,intermediate,self_development,low,old,before_change,0,0
1038,2026-01-15 05:59:26,Germany,android,paid_search,elementary,self_development,high,old,before_change,1,1
1039,2026-01-22 10:09:45,Spain,ios,blog,beginner,self_development,medium,old,before_change,0,0
1040,2026-01-29 01:29:12,Brazil,android,organic,elementary,exam,low,old,before_change,1,1
1041,2026-01-27 00:06:54,Germany,android,paid_search,beginner,self_development,high,old,before_change,1,1
1042,2026-01-29 13:28:17,Poland,ios,referral,intermediate,self_development,high,old,before_change,0,0
1043,2026-01-22 01:24:20,Italy,ios,blog,beginner,travel,high,old,before_change,0,0
1044,2026-01-21 07:52:57,Brazil,android,instagram_ads,intermediate,work,low,old,before_change,0,0
1045,2026-01-27 01:20:37,Spain,android,instagram_ads,intermediate,exam,medium,old,before_change,0,0
1046,2026-01-17 14:40:26,Spain,android,organic,elementary,travel,medium,old,before_change,0,0
1047,2026-01-19 01:41:02,Germany,ios,referral,intermediate,work,medium,old,before_change,0,0
1048,2026-01-25 05:08:34,Germany,android,instagram_ads,beginner,travel,medium,old,before_change,0,0
1049,2026-01-26 08:43:46,Brazil,android,instagram_ads,elementary,travel,medium,old,before_change,1,0
1050,2026-01-17 00:49:35,Spain,android,paid_search,beginner,work,medium,old,before_change,0,0
1051,2026-01-23 15:23:26,Brazil,android,paid_search,beginner,travel,low,old,before_change,0,0
1052,2026-01-21 04:53:13,Poland,android,tiktok_ads,beginner,self_development,high,old,before_change,1,0
1053,2026-01-23 12:42:42,Germany,android,organic,elementary,exam,high,old,before_change,0,0
1054,2026-01-31 07:02:20,Germany,ios,instagram_ads,elementary,travel,medium,old,before_change,0,0
1055,2026-01-16 07:15:25,Germany,android,organic,beginner,travel,high,old,before_change,0,0
1056,2026-01-31 22:08:58,Germany,android,referral,beginner,travel,medium,old,before_change,0,0
1057,2026-01-22 15:25:41,Brazil,android,organic,beginner,work,low,old,before_change,1,0
1058,2026-01-28 03:01:07,Poland,android,blog,elementary,self_development,medium,old,before_change,0,0
1059,2026-01-22 05:11:02,Italy,ios,instagram_ads,beginner,exam,high,old,before_change,0,0
1060,2026-01-20 06:52:20,Netherlands,android,instagram_ads,beginner,travel,low,old,before_change,0,0
1061,2026-01-28 02:24:16,Spain,ios,paid_search,intermediate,work,medium,old,before_change,0,0
1062,2026-01-26 16:34:02,Germany,android,instagram_ads,intermediate,self_development,high,old,before_change,0,0
1063,2026-01-17 10:46:32,Spain,ios,paid_search,elementary,self_development,medium,old,before_change,0,0
1064,2026-01-26 23:48:20,Spain,ios,paid_search,beginner,exam,high,old,before_change,1,1
1065,2026-01-27 19:15:20,Poland,android,organic,elementary,travel,high,old,before_change,0,0
1066,2026-01-21 14:14:21,Brazil,ios,paid_search,elementary,travel,high,old,before_change,0,0
1067,2026-01-30 17:39:54,Germany,android,referral,beginner,work,medium,old,before_change,1,0
1068,2026-01-25 21:28:57,Spain,ios,organic,intermediate,work,medium,old,before_change,0,0
1069,2026-01-20 16:07:13,Germany,ios,referral,beginner,exam,medium,old,before_change,0,0
1070,2026-01-15 04:22:36,Italy,ios,referral,beginner,travel,medium,old,before_change,0,0
1071,2026-01-26 11:23:01,Germany,ios,tiktok_ads,elementary,self_development,low,old,before_change,0,0
1072,2026-01-18 13:17:43,Germany,android,organic,intermediate,exam,low,old,before_change,0,0
1073,2026-01-27 20:39:46,Germany,ios,instagram_ads,elementary,self_development,high,old,before_change,0,0
1074,2026-01-23 22:14:09,Poland,android,referral,beginner,self_development,high,old,before_change,1,1
1075,2026-01-22 22:25:28,Brazil,android,paid_search,elementary,work,medium,old,before_change,1,0
1076,2026-01-17 18:48:37,Netherlands,ios,paid_search,intermediate,exam,high,old,before_change,1,1
1077,2026-01-27 02:17:38,Spain,ios,paid_search,elementary,self_development,medium,old,before_change,0,0
1078,2026-01-17 19:41:24,Germany,ios,paid_search,beginner,travel,high,old,before_change,0,0
1079,2026-01-22 02:26:36,Poland,ios,organic,elementary,travel,medium,old,before_change,1,0
1080,2026-01-29 05:12:43,Germany,ios,organic,intermediate,travel,medium,old,before_change,0,0
1081,2026-01-30 15:30:33,Germany,android,tiktok_ads,beginner,work,low,old,before_change,0,0
1082,2026-01-31 19:33:58,Brazil,android,instagram_ads,elementary,exam,medium,old,before_change,0,0
1083,2026-01-31 06:52:07,Germany,android,organic,elementary,travel,medium,old,before_change,0,0
1084,2026-01-24 10:50:07,Germany,android,blog,elementary,work,medium,old,before_change,0,0
1085,2026-01-18 09:47:45,Poland,android,paid_search,beginner,exam,medium,old,before_change,0,0
1086,2026-01-29 06:20:25,Brazil,ios,organic,beginner,self_development,high,old,before_change,1,0
1087,2026-01-28 15:03:54,Germany,ios,organic,elementary,travel,low,old,before_change,1,0
1088,2026-01-31 20:03:04,Spain,android,paid_search,beginner,self_development,medium,old,before_change,1,0
1089,2026-01-26 01:35:12,Poland,ios,instagram_ads,beginner,self_development,medium,old,before_change,0,0
1090,2026-01-17 09:46:16,Germany,ios,organic,beginner,work,high,old,before_change,0,0
1091,2026-01-23 13:11:02,Germany,android,referral,beginner,work,high,old,before_change,1,0
1092,2026-01-22 14:53:03,Netherlands,ios,referral,elementary,travel,medium,old,before_change,1,1
1093,2026-01-29 07:55:20,Netherlands,ios,paid_search,intermediate,exam,medium,old,before_change,1,1
1094,2026-01-21 16:10:10,Italy,android,referral,beginner,self_development,medium,old,before_change,1,0
1095,2026-01-20 14:03:56,Spain,ios,instagram_ads,beginner,travel,low,old,before_change,0,0
1096,2026-01-16 08:39:36,Germany,ios,referral,beginner,self_development,low,old,before_change,1,1
1097,2026-01-29 04:51:58,Brazil,ios,paid_search,elementary,travel,medium,old,before_change,0,0
1098,2026-01-27 20:10:28,Netherlands,ios,instagram_ads,beginner,self_development,medium,old,before_change,1,0
1099,2026-01-15 16:49:15,Germany,android,organic,intermediate,work,medium,old,before_change,0,0
1100,2026-01-22 08:58:54,Brazil,android,organic,elementary,work,high,old,before_change,0,0
1101,2026-01-23 03:43:29,Germany,android,referral,beginner,self_development,high,old,before_change,0,0
1102,2026-01-22 23:29:07,Poland,ios,paid_search,beginner,exam,low,old,before_change,1,1
1103,2026-01-30 14:55:26,Poland,ios,paid_search,elementary,travel,medium,old,before_change,0,0
1104,2026-01-17 13:28:28,Spain,android,organic,beginner,self_development,low,old,before_change,0,0
1105,2026-01-20 04:59:18,Italy,ios,referral,beginner,travel,medium,old,before_change,1,1
1106,2026-01-18 01:49:05,Italy,ios,paid_search,beginner,self_development,high,old,before_change,0,0
1107,2026-01-19 03:35:11,Germany,android,organic,elementary,travel,high,old,before_change,1,1
1108,2026-01-30 10:05:53,Spain,android,instagram_ads,elementary,work,high,old,before_change,0,0
1109,2026-01-30 23:48:52,Netherlands,android,organic,intermediate,work,medium,old,before_change,0,0
1110,2026-01-15 18:13:00,Germany,android,paid_search,beginner,work,high,old,before_change,0,0
1111,2026-01-25 17:53:36,Spain,android,tiktok_ads,intermediate,work,low,old,before_change,0,0
1112,2026-01-18 23:00:13,Germany,android,blog,elementary,work,medium,old,before_change,0,0
1113,2026-01-18 06:33:53,Italy,android,tiktok_ads,elementary,exam,medium,old,before_change,0,0
1114,2026-01-19 23:09:36,Spain,ios,organic,elementary,travel,medium,old,before_change,1,0
1115,2026-01-18 07:18:35,Poland,ios,paid_search,intermediate,self_development,low,old,before_change,0,0
1116,2026-01-23 08:00:02,Spain,ios,referral,elementary,travel,high,old,before_change,0,0
1117,2026-01-31 22:12:32,Germany,android,paid_search,beginner,self_development,medium,old,before_change,0,0
1118,2026-01-24 23:16:10,Poland,android,tiktok_ads,beginner,exam,medium,old,before_change,1,0
1119,2026-01-27 07:04:59,Germany,android,instagram_ads,intermediate,self_development,low,old,before_change,0,0
1120,2026-01-23 09:15:44,Germany,ios,referral,beginner,travel,low,old,before_change,0,0
1121,2026-01-15 05:40:26,Spain,android,paid_search,intermediate,self_development,low,old,before_change,0,0
1122,2026-01-16 10:19:08,Netherlands,ios,blog,intermediate,exam,medium,old,before_change,1,1
1123,2026-01-19 13:42:00,Spain,ios,paid_search,beginner,self_development,low,old,before_change,1,1
1124,2026-01-19 03:24:58,Germany,android,tiktok_ads,intermediate,travel,medium,old,before_change,1,0
1125,2026-01-29 06:57:23,Spain,android,organic,beginner,self_development,medium,old,before_change,0,0
1126,2026-01-29 08:11:02,Germany,android,instagram_ads,beginner,exam,low,old,before_change,0,0
1127,2026-01-29 12:28:53,Germany,ios,paid_search,elementary,self_development,high,old,before_change,0,0
1128,2026-01-25 20:08:10,Brazil,ios,organic,intermediate,work,low,old,before_change,0,0
1129,2026-01-24 10:55:07,Germany,android,paid_search,beginner,travel,medium,old,before_change,1,1
1130,2026-01-26 00:51:10,Spain,ios,organic,beginner,self_development,low,old,before_change,0,0
1131,2026-01-21 21:58:37,Netherlands,android,blog,elementary,work,medium,old,before_change,0,0
1132,2026-01-26 09:26:34,Poland,ios,referral,elementary,exam,high,old,before_change,1,1
1133,2026-01-28 12:07:57,Germany,ios,tiktok_ads,elementary,work,medium,old,before_change,0,0
1134,2026-01-27 23:15:51,Spain,ios,instagram_ads,beginner,self_development,high,old,before_change,0,0
1135,2026-01-25 10:26:33,Germany,android,paid_search,beginner,work,high,old,before_change,1,0
1136,2026-01-15 23:42:29,Italy,android,paid_search,elementary,work,high,old,before_change,1,0
1137,2026-01-27 07:46:45,Germany,ios,organic,beginner,self_development,low,old,before_change,1,1
1138,2026-01-21 05:34:34,Germany,ios,instagram_ads,intermediate,travel,low,old,before_change,0,0
1139,2026-01-27 15:24:58,Brazil,android,referral,beginner,travel,medium,old,before_change,0,0
1140,2026-01-24 04:07:37,Germany,android,organic,elementary,self_development,high,old,before_change,0,0
1141,2026-01-29 23:31:25,Germany,ios,organic,intermediate,work,medium,old,before_change,1,1
1142,2026-01-20 18:05:24,Germany,ios,organic,elementary,travel,high,old,before_change,0,0
1143,2026-01-30 20:00:31,Netherlands,android,instagram_ads,elementary,work,high,old,before_change,0,0
1144,2026-01-29 08:32:50,Netherlands,android,organic,beginner,travel,low,old,before_change,1,1
1145,2026-01-20 15:05:29,Netherlands,ios,paid_search,beginner,self_development,high,old,before_change,1,0
1146,2026-01-23 04:53:22,Poland,ios,organic,elementary,self_development,high,old,before_change,0,0
1147,2026-01-24 00:47:23,Spain,ios,organic,intermediate,self_development,high,old,before_change,0,0
1148,2026-01-28 01:36:00,Italy,ios,tiktok_ads,elementary,self_development,low,old,before_change,0,0
1149,2026-01-26 17:10:34,Poland,ios,blog,beginner,self_development,medium,old,before_change,0,0
1150,2026-01-29 11:37:20,Poland,ios,organic,beginner,work,medium,old,before_change,1,1
1151,2026-01-21 06:54:21,Poland,ios,organic,intermediate,exam,high,old,before_change,1,0
1152,2026-01-23 13:57:17,Spain,ios,paid_search,elementary,self_development,medium,old,before_change,0,0
1153,2026-01-22 07:47:34,Spain,android,referral,beginner,exam,medium,old,before_change,0,0
1154,2026-01-30 11:05:50,Spain,android,instagram_ads,elementary,self_development,high,old,before_change,1,1
1155,2026-01-20 04:25:55,Germany,android,instagram_ads,beginner,self_development,high,old,before_change,0,0
1156,2026-01-24 23:32:47,Brazil,ios,instagram_ads,beginner,travel,medium,old,before_change,0,0
1157,2026-01-17 01:01:40,Germany,android,blog,intermediate,work,low,old,before_change,0,0
1158,2026-01-29 10:54:42,Germany,android,organic,elementary,travel,medium,old,before_change,0,0
1159,2026-01-21 12:45:39,Italy,android,organic,beginner,self_development,low,old,before_change,0,0
1160,2026-01-20 18:57:39,Netherlands,ios,paid_search,intermediate,self_development,medium,old,before_change,1,0
1161,2026-01-24 21:49:48,Brazil,ios,instagram_ads,intermediate,work,medium,old,before_change,0,0
1162,2026-01-23 11:31:02,Spain,android,organic,intermediate,travel,medium,old,before_change,0,0
1163,2026-01-29 09:58:27,Brazil,ios,referral,elementary,work,high,old,before_change,1,0
1164,2026-01-24 00:48:56,Italy,ios,tiktok_ads,intermediate,travel,medium,old,before_change,0,0
1165,2026-01-23 18:56:01,Netherlands,ios,blog,beginner,work,high,old,before_change,0,0
1166,2026-01-16 18:49:54,Netherlands,android,blog,intermediate,self_development,high,old,before_change,0,0
1167,2026-01-15 08:57:02,Brazil,android,instagram_ads,beginner,work,low,old,before_change,0,0
1168,2026-01-21 18:36:33,Spain,ios,referral,beginner,exam,low,old,before_change,0,0
1169,2026-01-31 23:16:05,Netherlands,android,tiktok_ads,beginner,self_development,low,old,before_change,1,1
1170,2026-01-30 14:16:25,Italy,android,paid_search,beginner,self_development,high,old,before_change,0,0
1171,2026-01-25 16:37:25,Spain,ios,tiktok_ads,elementary,travel,high,old,before_change,0,0
1172,2026-01-25 17:22:46,Spain,ios,blog,intermediate,travel,high,old,before_change,0,0
1173,2026-01-21 15:44:00,Spain,ios,tiktok_ads,beginner,travel,low,old,before_change,0,0
1174,2026-01-18 00:25:21,Spain,android,tiktok_ads,intermediate,travel,high,old,before_change,0,0
1175,2026-01-15 03:29:13,Italy,android,organic,elementary,travel,high,old,before_change,1,1
1176,2026-01-20 18:15:11,Poland,android,referral,beginner,work,medium,old,before_change,1,0
1177,2026-01-20 09:07:08,Spain,android,paid_search,elementary,exam,medium,old,before_change,1,0
1178,2026-01-18 06:10:26,Spain,ios,instagram_ads,beginner,travel,medium,old,before_change,0,0
1179,2026-01-19 09:44:24,Spain,android,tiktok_ads,beginner,exam,medium,old,before_change,0,0
1180,2026-01-15 10:07:40,Germany,android,instagram_ads,elementary,work,medium,old,before_change,0,0
1181,2026-01-25 08:02:51,Brazil,android,organic,intermediate,travel,low,old,before_change,0,0
1182,2026-01-30 18:24:13,Poland,android,tiktok_ads,beginner,travel,high,old,before_change,1,1
1183,2026-01-26 17:50:46,Netherlands,ios,organic,beginner,travel,high,old,before_change,0,0
1184,2026-01-22 14:52:06,Germany,ios,paid_search,elementary,work,medium,old,before_change,0,0
1185,2026-01-22 03:28:09,Poland,ios,organic,elementary,exam,medium,old,before_change,0,0
1186,2026-01-20 05:28:27,Poland,android,instagram_ads,intermediate,travel,medium,old,before_change,1,0
1187,2026-01-17 10:06:06,Germany,android,organic,elementary,travel,medium,old,before_change,1,0
1188,2026-01-25 04:10:43,Netherlands,android,paid_search,intermediate,travel,medium,old,before_change,0,0
1189,2026-01-24 15:08:30,Netherlands,ios,referral,elementary,travel,medium,old,before_change,1,0
1190,2026-01-15 02:59:03,Poland,ios,instagram_ads,beginner,exam,low,old,before_change,0,0
1191,2026-01-22 01:31:58,Germany,ios,referral,elementary,exam,high,old,before_change,0,0
1192,2026-01-19 17:25:58,Germany,android,instagram_ads,beginner,exam,low,old,before_change,0,0
1193,2026-01-17 21:28:29,Brazil,android,organic,elementary,exam,medium,old,before_change,0,0
1194,2026-01-26 22:50:15,Germany,android,tiktok_ads,beginner,travel,high,old,before_change,0,0
1195,2026-01-23 22:32:13,Spain,android,paid_search,beginner,travel,high,old,before_change,1,0
1196,2026-01-25 18:34:41,Poland,android,blog,intermediate,work,medium,old,before_change,0,0
1197,2026-01-27 03:06:01,Germany,ios,paid_search,intermediate,exam,medium,old,before_change,0,0
1198,2026-01-31 16:34:36,Brazil,ios,referral,beginner,self_development,medium,old,before_change,1,0
1199,2026-01-28 15:31:37,Italy,ios,instagram_ads,elementary,exam,medium,old,before_change,0,0
1200,2026-01-25 13:06:21,Brazil,ios,referral,intermediate,exam,high,old,before_change,1,1
1201,2026-01-29 22:38:26,Brazil,android,organic,beginner,self_development,medium,old,before_change,0,0
1202,2026-01-23 02:49:20,Brazil,ios,tiktok_ads,elementary,self_development,low,old,before_change,0,0
1203,2026-01-31 17:47:05,Germany,android,organic,beginner,self_development,medium,old,before_change,0,0
1204,2026-01-27 22:39:52,Germany,android,referral,intermediate,travel,medium,old,before_change,0,0
1205,2026-01-26 01:33:37,Netherlands,android,organic,beginner,travel,high,old,before_change,0,0
1206,2026-01-30 08:33:27,Spain,android,paid_search,elementary,work,medium,old,before_change,0,0
1207,2026-01-23 18:09:07,Spain,ios,tiktok_ads,beginner,work,medium,old,before_change,0,0
1208,2026-01-27 06:02:38,Germany,android,instagram_ads,beginner,work,low,old,before_change,0,0
1209,2026-01-19 20:10:12,Poland,ios,referral,intermediate,exam,medium,old,before_change,1,1
1210,2026-01-31 08:59:24,Germany,android,tiktok_ads,beginner,work,medium,old,before_change,0,0
1211,2026-01-25 14:20:02,Poland,android,organic,intermediate,work,high,old,before_change,1,0
1212,2026-01-28 07:03:29,Spain,ios,referral,beginner,travel,high,old,before_change,0,0
1213,2026-01-22 19:58:51,Netherlands,ios,paid_search,elementary,work,medium,old,before_change,0,0
1214,2026-01-29 17:39:17,Germany,android,instagram_ads,elementary,exam,medium,old,before_change,0,0
1215,2026-01-16 06:15:52,Germany,android,organic,beginner,travel,high,old,before_change,0,0
1216,2026-01-16 22:33:16,Brazil,android,paid_search,elementary,travel,low,old,before_change,0,0
1217,2026-01-23 14:54:12,Netherlands,ios,referral,elementary,work,low,old,before_change,0,0
1218,2026-01-27 10:49:28,Germany,android,blog,elementary,self_development,high,old,before_change,1,1
1219,2026-01-28 18:09:41,Spain,android,blog,elementary,travel,high,old,before_change,0,0
1220,2026-01-22 11:33:22,Brazil,ios,tiktok_ads,beginner,travel,medium,old,before_change,0,0
1221,2026-01-26 01:04:00,Germany,android,organic,beginner,travel,low,old,before_change,0,0
1222,2026-01-24 09:39:58,Brazil,android,paid_search,beginner,work,medium,old,before_change,0,0
1223,2026-01-31 08:18:04,Germany,android,organic,intermediate,exam,high,old,before_change,1,0
1224,2026-01-26 02:52:25,Brazil,ios,tiktok_ads,beginner,work,low,old,before_change,0,0
1225,2026-01-22 02:04:20,Germany,ios,organic,beginner,work,high,old,before_change,1,1
1226,2026-01-31 11:41:04,Brazil,android,blog,beginner,self_development,low,old,before_change,0,0
1227,2026-01-16 19:45:33,Spain,android,organic,elementary,work,low,old,before_change,0,0
1228,2026-01-31 17:42:28,Brazil,ios,organic,elementary,work,medium,old,before_change,0,0
1229,2026-01-17 14:50:14,Spain,android,referral,beginner,self_development,low,old,before_change,0,0
1230,2026-01-19 21:35:49,Italy,ios,organic,intermediate,work,medium,old,before_change,0,0
1231,2026-01-28 23:09:35,Brazil,android,organic,intermediate,travel,medium,old,before_change,0,0
1232,2026-01-27 11:22:17,Poland,ios,instagram_ads,intermediate,travel,low,old,before_change,0,0
1233,2026-01-31 11:54:16,Germany,ios,blog,elementary,self_development,medium,old,before_change,1,1
1234,2026-01-27 17:59:35,Spain,android,paid_search,beginner,self_development,low,old,before_change,0,0
1235,2026-01-25 19:53:58,Germany,ios,paid_search,beginner,travel,low,old,before_change,0,0
1236,2026-01-20 21:22:08,Spain,android,organic,beginner,exam,low,old,before_change,0,0
1237,2026-01-15 01:55:21,Netherlands,android,instagram_ads,elementary,travel,low,old,before_change,0,0
1238,2026-01-17 02:32:19,Poland,ios,paid_search,beginner,travel,low,old,before_change,0,0
1239,2026-01-20 01:29:35,Brazil,android,instagram_ads,elementary,self_development,high,old,before_change,0,0
1240,2026-01-15 16:42:22,Netherlands,android,instagram_ads,elementary,work,high,old,before_change,0,0
1241,2026-01-23 15:20:14,Germany,android,blog,elementary,travel,medium,old,before_change,0,0
1242,2026-01-28 05:09:21,Germany,android,tiktok_ads,beginner,work,high,old,before_change,0,0
1243,2026-01-31 09:00:28,Poland,ios,tiktok_ads,intermediate,self_development,low,old,before_change,0,0
1244,2026-01-23 07:47:50,Germany,ios,instagram_ads,beginner,self_development,high,old,before_change,0,0
1245,2026-01-29 21:00:07,Germany,ios,paid_search,elementary,exam,medium,old,before_change,1,1
1246,2026-01-31 18:06:01,Italy,android,paid_search,intermediate,self_development,medium,old,before_change,0,0
1247,2026-01-29 14:48:36,Italy,ios,instagram_ads,beginner,self_development,low,old,before_change,0,0
1248,2026-01-22 21:42:33,Netherlands,ios,organic,intermediate,self_development,high,old,before_change,0,0
1249,2026-01-20 12:42:22,Spain,android,organic,intermediate,exam,low,old,before_change,0,0
1250,2026-01-31 14:59:24,Poland,ios,paid_search,intermediate,work,high,old,before_change,0,0
1251,2026-01-19 02:41:59,Germany,android,organic,beginner,self_development,high,old,before_change,1,1
1252,2026-01-21 23:55:22,Spain,android,organic,beginner,work,high,old,before_change,0,0
1253,2026-01-16 06:12:15,Spain,ios,instagram_ads,beginner,work,low,old,before_change,0,0
1254,2026-01-28 11:49:20,Italy,ios,referral,elementary,self_development,high,old,before_change,0,0
1255,2026-01-26 01:08:00,Italy,ios,organic,beginner,self_development,high,old,before_change,0,0
1256,2026-01-16 10:36:22,Netherlands,android,referral,beginner,work,high,old,before_change,1,0
1257,2026-01-18 18:32:47,Germany,ios,organic,intermediate,work,medium,old,before_change,0,0
1258,2026-01-24 10:37:42,Brazil,android,blog,beginner,self_development,medium,old,before_change,0,0
1259,2026-01-24 04:29:17,Germany,android,instagram_ads,beginner,work,high,old,before_change,1,1
1260,2026-01-28 15:14:25,Italy,ios,instagram_ads,elementary,work,medium,old,before_change,1,1
1261,2026-01-19 12:34:03,Germany,android,tiktok_ads,beginner,travel,medium,old,before_change,1,0
1262,2026-01-30 17:16:41,Germany,android,instagram_ads,elementary,travel,medium,old,before_change,1,1
1263,2026-01-22 13:20:42,Poland,ios,paid_search,beginner,work,medium,old,before_change,0,0
1264,2026-01-28 23:36:50,Brazil,android,paid_search,elementary,work,low,old,before_change,0,0
1265,2026-01-19 01:15:34,Poland,ios,blog,beginner,self_development,medium,old,before_change,0,0
1266,2026-01-15 15:05:02,Germany,android,referral,elementary,travel,low,old,before_change,1,0
1267,2026-01-15 22:27:42,Poland,ios,instagram_ads,beginner,travel,high,old,before_change,1,0
1268,2026-01-21 08:03:45,Germany,android,referral,beginner,work,medium,old,before_change,0,0
1269,2026-01-31 04:53:11,Germany,android,organic,intermediate,travel,medium,old,before_change,0,0
1270,2026-01-15 19:52:08,Brazil,android,instagram_ads,intermediate,self_development,medium,old,before_change,1,0
1271,2026-01-21 06:32:35,Germany,android,instagram_ads,elementary,travel,high,old,before_change,0,0
1272,2026-01-16 20:35:13,Netherlands,ios,paid_search,intermediate,self_development,medium,old,before_change,0,0
1273,2026-01-30 20:04:42,Germany,android,blog,beginner,work,medium,old,before_change,0,0
1274,2026-01-26 11:31:28,Germany,ios,referral,elementary,self_development,medium,old,before_change,0,0
1275,2026-01-27 23:10:41,Poland,ios,blog,intermediate,work,high,old,before_change,0,0
1276,2026-01-27 03:00:33,Germany,ios,tiktok_ads,elementary,self_development,high,old,before_change,0,0
1277,2026-01-26 04:04:00,Netherlands,android,paid_search,beginner,work,medium,old,before_change,0,0
1278,2026-01-28 03:40:40,Poland,android,tiktok_ads,intermediate,exam,medium,old,before_change,1,0
1279,2026-01-15 03:18:53,Germany,ios,organic,beginner,travel,medium,old,before_change,0,0
1280,2026-01-29 17:06:22,Poland,android,referral,beginner,work,medium,old,before_change,0,0
1281,2026-01-27 13:51:53,Germany,android,organic,elementary,travel,medium,old,before_change,1,0
1282,2026-01-27 13:41:16,Spain,ios,referral,beginner,self_development,high,old,before_change,0,0
1283,2026-01-21 16:31:19,Germany,android,tiktok_ads,beginner,work,high,old,before_change,1,1
1284,2026-01-28 14:45:20,Poland,android,organic,beginner,exam,medium,old,before_change,0,0
1285,2026-01-21 11:46:54,Brazil,android,organic,beginner,travel,medium,old,before_change,0,0
1286,2026-01-15 19:58:37,Brazil,android,instagram_ads,elementary,travel,medium,old,before_change,0,0
1287,2026-01-30 10:23:22,Italy,android,paid_search,elementary,exam,high,old,before_change,0,0
1288,2026-01-18 23:41:25,Spain,ios,referral,elementary,work,low,old,before_change,0,0
1289,2026-01-16 17:34:30,Italy,android,organic,elementary,work,medium,old,before_change,1,1
1290,2026-01-25 13:44:03,Poland,ios,paid_search,beginner,self_development,high,old,before_change,1,1
