session_id,user_id,session_start,session_end,session_duration_sec,session_number,days_since_registration,lessons_started,lessons_completed,screens_viewed
10351,2732,2026-01-28 20:57:00,2026-01-28 21:05:12,492,4,5,4,0,6
10352,2733,2026-01-30 20:13:50,2026-01-30 20:27:25,815,1,0,4,3,2
10353,2733,2026-01-31 19:35:00,2026-01-31 19:46:16,676,2,1,1,0,4
10354,2733,2026-01-31 20:26:00,2026-01-31 20:40:15,855,3,1,1,1,2
10355,2733,2026-02-01 12:58:00,2026-02-01 13:08:49,649,4,2,2,2,5
10356,2733,2026-02-03 11:47:00,2026-02-03 11:56:54,594,5,4,0,0,8
10357,2734,2026-01-18 16:03:00,2026-01-18 16:10:10,430,1,0,2,2,7
10358,2735,2026-01-22 15:14:00,2026-01-22 15:18:18,258,1,0,0,0,7
10359,2735,2026-01-23 18:53:00,2026-01-23 18:59:35,395,2,1,0,0,2
10364,2736,2026-01-17 07:35:00,2026-01-17 07:44:00,540,5,0,2,0,9
10362,2736,2026-01-17 10:12:00,2026-01-17 10:20:48,528,3,0,0,0,3
10363,2736,2026-01-17 14:24:00,2026-01-17 14:30:35,395,4,0,3,1,3
10360,2736,2026-01-17 15:32:00,2026-01-17 15:44:55,775,1,0,1,0,5
10361,2736,2026-01-17 21:44:00,2026-01-17 21:55:08,668,2,0,3,2,2
10365,2737,2026-01-24 19:19:07,2026-01-24 19:25:07,360,1,0,0,0,7
10366,2738,2026-01-18 14:02:00,2026-01-18 14:08:50,410,1,0,1,1,10
10367,2738,2026-01-18 18:05:00,2026-01-18 18:07:53,173,2,0,2,1,2
10368,2738,2026-01-19 08:54:00,2026-01-19 08:56:41,161,3,1,1,0,1
10369,2738,2026-01-24 21:28:00,2026-01-24 21:32:31,271,4,6,0,0,6
10370,2739,2026-01-23 10:44:00,2026-01-23 10:56:56,776,1,0,5,2,8
10371,2739,2026-01-24 18:50:00,2026-01-24 18:55:52,352,2,1,1,1,8
10372,2740,2026-01-20 22:17:34,2026-01-20 22:23:44,370,1,0,0,0,1
10373,2740,2026-01-22 13:37:00,2026-01-22 13:44:35,455,2,2,1,0,8
10374,2741,2026-01-18 15:15:00,2026-01-18 15:20:50,350,1,0,2,2,6
10375,2741,2026-01-19 10:12:00,2026-01-19 10:17:00,300,2,1,1,0,7
10376,2741,2026-01-20 16:35:00,2026-01-20 16:40:10,310,3,2,2,0,4
10377,2741,2026-01-22 17:55:00,2026-01-22 18:01:12,372,4,4,1,1,3
10378,2741,2026-01-23 07:08:00,2026-01-23 07:14:49,409,5,5,4,0,7
10379,2742,2026-01-16 15:58:54,2026-01-16 16:06:23,449,1,0,3,1,6
10380,2742,2026-01-18 15:36:00,2026-01-18 15:45:22,562,2,2,3,1,5
10381,2742,2026-01-20 12:09:00,2026-01-20 12:17:08,488,3,4,2,2,2
10382,2742,2026-01-23 10:46:00,2026-01-23 10:57:06,666,4,7,1,1,8
10383,2743,2026-01-23 22:36:00,2026-01-23 22:42:59,419,1,0,1,0,6
10384,2743,2026-01-27 10:29:00,2026-01-27 10:36:51,471,2,4,1,1,6
10385,2743,2026-01-28 08:11:00,2026-01-28 08:19:42,522,3,5,0,0,4
10386,2743,2026-01-28 13:57:00,2026-01-28 14:02:40,340,4,5,4,1,5
10387,2744,2026-01-31 22:34:00,2026-01-31 22:39:43,343,1,0,2,0,2
10388,2744,2026-02-03 13:14:00,2026-02-03 13:18:58,298,2,3,1,0,7
10390,2745,2026-01-18 10:44:00,2026-01-18 10:54:54,654,2,0,0,0,6
10391,2745,2026-01-18 15:21:00,2026-01-18 15:31:51,651,3,0,1,1,4
10389,2745,2026-01-18 16:40:00,2026-01-18 16:50:16,616,1,0,2,1,8
10392,2745,2026-01-19 11:21:00,2026-01-19 11:31:02,602,4,1,2,2,2
10393,2745,2026-01-24 09:25:00,2026-01-24 09:37:20,740,5,6,1,1,7
10394,2746,2026-01-21 22:46:15,2026-01-21 22:50:52,277,1,0,0,0,4
10395,2746,2026-01-28 17:25:00,2026-01-28 17:31:00,360,2,7,0,0,4
10396,2747,2026-01-18 20:04:22,2026-01-18 20:09:28,306,1,0,0,0,5
10397,2747,2026-01-19 19:56:00,2026-01-19 20:00:35,275,2,1,0,0,3
10398,2747,2026-01-24 19:06:00,2026-01-24 19:09:15,195,3,6,0,0,1
10399,2748,2026-01-28 18:57:34,2026-01-28 19:04:02,388,1,0,1,0,5
10400,2748,2026-01-28 22:12:00,2026-01-28 22:17:00,300,2,0,2,0,9
10401,2748,2026-01-31 12:36:00,2026-01-31 12:44:25,505,3,3,1,0,4
10402,2748,2026-02-01 22:01:00,2026-02-01 22:06:28,328,4,4,1,0,9
10403,2749,2026-01-22 09:18:00,2026-01-22 09:21:44,224,1,0,0,0,2
10404,2749,2026-01-22 16:16:00,2026-01-22 16:24:17,497,2,0,2,0,10
10405,2749,2026-01-23 17:04:00,2026-01-23 17:10:47,407,3,1,0,0,4
10407,2749,2026-01-24 07:08:00,2026-01-24 07:14:13,373,5,2,0,0,5
10406,2749,2026-01-24 18:57:00,2026-01-24 19:01:51,291,4,2,1,0,4
10410,2750,2026-01-31 19:04:00,2026-01-31 19:08:44,284,3,0,1,0,4
10409,2750,2026-01-31 21:13:00,2026-01-31 21:17:46,286,2,0,0,0,8
10408,2750,2026-01-31 22:12:00,2026-01-31 22:17:42,342,1,0,1,0,4
10413,2751,2026-01-19 07:02:00,2026-01-19 07:11:28,568,3,0,1,1,8
10412,2751,2026-01-19 08:36:00,2026-01-19 08:43:34,454,2,0,0,0,10
10411,2751,2026-01-19 17:26:00,2026-01-19 17:33:54,474,1,0,1,1,3
10415,2751,2026-01-20 10:20:00,2026-01-20 10:29:27,567,5,1,3,0,2
10414,2751,2026-01-20 20:22:00,2026-01-20 20:28:33,393,4,1,0,0,2
10416,2751,2026-01-20 20:40:00,2026-01-20 20:49:12,552,6,1,0,0,3
10417,2751,2026-01-22 08:43:00,2026-01-22 08:50:14,434,7,3,2,2,7
10418,2751,2026-01-26 10:22:00,2026-01-26 10:30:28,508,8,7,0,0,2
10420,2752,2026-01-16 08:40:00,2026-01-16 08:47:09,429,2,0,0,0,4
10421,2752,2026-01-16 11:50:00,2026-01-16 11:59:40,580,3,0,3,0,4
10419,2752,2026-01-16 12:15:00,2026-01-16 12:23:02,482,1,0,4,1,2
10422,2752,2026-01-17 09:38:00,2026-01-17 09:46:57,537,4,1,0,0,9
10423,2752,2026-01-21 13:31:00,2026-01-21 13:38:31,451,5,5,3,0,1
10424,2752,2026-01-22 09:19:00,2026-01-22 09:25:23,383,6,6,1,0,5
10425,2753,2026-01-24 22:17:05,2026-01-24 22:26:29,564,1,0,0,0,4
10426,2753,2026-01-25 11:58:00,2026-01-25 12:06:44,524,2,1,3,3,8
10427,2753,2026-01-25 19:35:00,2026-01-25 19:42:48,468,3,1,4,0,4
10428,2753,2026-01-27 15:32:00,2026-01-27 15:42:04,604,4,3,4,4,2
10429,2753,2026-01-29 15:36:00,2026-01-29 15:43:08,428,5,5,1,0,5
10430,2753,2026-01-29 18:58:00,2026-01-29 19:10:40,760,6,5,2,0,6
10431,2753,2026-01-31 22:27:00,2026-01-31 22:36:50,590,7,7,2,2,11
10432,2754,2026-01-26 08:38:00,2026-01-26 08:41:48,228,1,0,0,0,6
10434,2755,2026-01-31 08:50:00,2026-01-31 08:53:42,222,2,0,2,1,4
10433,2755,2026-01-31 20:30:20,2026-01-31 20:37:35,435,1,0,0,0,9
10435,2755,2026-02-01 16:37:00,2026-02-01 16:42:21,321,3,1,0,0,6
10436,2756,2026-01-29 19:59:05,2026-01-29 20:07:02,477,1,0,2,2,1
10437,2756,2026-01-31 07:52:00,2026-01-31 07:56:24,264,2,2,3,2,2
10438,2756,2026-02-01 18:45:00,2026-02-01 18:53:51,531,3,3,1,1,7
10440,2756,2026-02-02 15:55:00,2026-02-02 16:06:54,714,5,4,0,0,2
10439,2756,2026-02-02 19:29:00,2026-02-02 19:37:32,512,4,4,0,0,6
10441,2757,2026-01-30 16:38:00,2026-01-30 16:45:45,465,1,0,1,1,6
10442,2757,2026-02-01 11:43:00,2026-02-01 11:51:08,488,2,2,1,1,6
10443,2757,2026-02-01 13:55:00,2026-02-01 14:02:21,441,3,2,2,0,7
10444,2757,2026-02-03 10:29:00,2026-02-03 10:37:01,481,4,4,3,0,7
10445,2757,2026-02-05 11:47:00,2026-02-05 11:54:49,469,5,6,2,1,6
10446,2758,2026-01-25 18:49:03,2026-01-25 18:54:47,344,1,0,0,0,9
10447,2758,2026-01-27 19:29:00,2026-01-27 19:33:07,247,2,2,1,0,3
10448,2758,2026-01-28 21:14:00,2026-01-28 21:16:24,144,3,3,0,0,6
10450,2758,2026-01-30 07:12:00,2026-01-30 07:17:10,310,5,5,0,0,4
10449,2758,2026-01-30 20:51:00,2026-01-30 20:56:55,355,4,5,0,0,4
10451,2759,2026-01-21 12:03:00,2026-01-21 12:08:24,324,1,0,1,0,8
10452,2759,2026-01-21 19:19:00,2026-01-21 19:24:52,352,2,0,0,0,7
10453,2759,2026-01-24 17:22:00,2026-01-24 17:27:33,333,3,3,0,0,8
10454,2759,2026-01-26 19:47:00,2026-01-26 19:49:23,143,4,5,0,0,6
10457,2760,2026-01-22 15:26:00,2026-01-22 15:38:00,720,3,0,4,3,2
10456,2760,2026-01-22 17:02:00,2026-01-22 17:11:42,582,2,0,1,1,2
10455,2760,2026-01-22 20:09:00,2026-01-22 20:18:41,581,1,0,0,0,6
10458,2760,2026-01-24 15:46:00,2026-01-24 15:57:50,710,4,2,2,2,2
10459,2760,2026-01-28 22:48:00,2026-01-28 22:55:54,474,5,6,1,1,3
10461,2761,2026-01-17 08:16:00,2026-01-17 08:21:08,308,2,0,1,1,4
10460,2761,2026-01-17 10:12:00,2026-01-17 10:15:20,200,1,0,1,0,6
10462,2762,2026-01-22 16:23:00,2026-01-22 16:33:00,600,1,0,2,2,4
10463,2762,2026-01-22 17:06:00,2026-01-22 17:14:46,526,2,0,2,1,5
10464,2762,2026-01-25 21:05:00,2026-01-25 21:16:14,674,3,3,3,2,3
10465,2763,2026-01-21 10:19:00,2026-01-21 10:27:48,528,1,0,0,0,4
10466,2763,2026-01-21 22:59:00,2026-01-21 23:10:25,685,2,0,3,2,4
10467,2763,2026-01-25 18:59:00,2026-01-25 19:10:53,713,3,4,4,1,4
10469,2764,2026-01-15 13:11:00,2026-01-15 13:17:33,393,2,0,1,0,5
10468,2764,2026-01-15 22:58:00,2026-01-15 23:05:40,460,1,0,0,0,9
10471,2764,2026-01-16 13:35:00,2026-01-16 13:42:26,446,4,1,1,1,4
10470,2764,2026-01-16 19:37:00,2026-01-16 19:46:23,563,3,1,2,0,1
10472,2765,2026-01-18 16:29:00,2026-01-18 16:38:58,598,1,0,1,1,7
10473,2765,2026-01-20 17:48:00,2026-01-20 17:57:44,584,2,2,1,1,9
10474,2765,2026-01-22 15:23:00,2026-01-22 15:33:38,638,3,4,3,3,6
10475,2766,2026-01-24 09:58:00,2026-01-24 10:12:35,875,1,0,2,2,7
10476,2766,2026-01-25 15:43:00,2026-01-25 15:53:48,648,2,1,2,2,6
10477,2767,2026-01-21 08:39:00,2026-01-21 08:48:20,560,1,0,2,2,4
10479,2767,2026-01-21 16:23:00,2026-01-21 16:32:00,540,3,0,0,0,5
10478,2767,2026-01-21 17:55:00,2026-01-21 18:07:47,767,2,0,0,0,4
10480,2767,2026-01-22 09:59:00,2026-01-22 10:10:09,669,4,1,2,1,3
10481,2767,2026-01-22 14:00:00,2026-01-22 14:11:31,691,5,1,0,0,1
10482,2767,2026-01-24 15:04:00,2026-01-24 15:13:20,560,6,3,1,1,4
10483,2768,2026-01-31 21:38:55,2026-01-31 21:43:11,256,1,0,3,0,4
10484,2768,2026-02-01 21:22:00,2026-02-01 21:27:49,349,2,1,2,0,1
10486,2769,2026-01-23 10:27:00,2026-01-23 10:34:10,430,2,0,0,0,5
10485,2769,2026-01-23 13:45:00,2026-01-23 13:50:21,321,1,0,1,0,2
10487,2769,2026-01-26 08:32:00,2026-01-26 08:39:25,445,3,3,0,0,7
10488,2769,2026-01-27 17:40:00,2026-01-27 17:47:00,420,4,4,1,0,4
10489,2770,2026-01-31 18:42:00,2026-01-31 18:47:35,335,1,0,0,0,5
10491,2771,2026-01-26 19:02:00,2026-01-26 19:10:52,532,2,0,0,0,1
10490,2771,2026-01-26 19:12:00,2026-01-26 19:18:58,418,1,0,2,0,8
10492,2771,2026-01-27 21:11:00,2026-01-27 21:19:30,510,3,1,0,0,6
10493,2771,2026-01-27 21:42:00,2026-01-27 21:50:56,536,4,1,1,1,5
10494,2771,2026-01-28 16:25:00,2026-01-28 16:35:25,625,5,2,2,1,6
10495,2771,2026-01-29 18:08:00,2026-01-29 18:14:45,405,6,3,1,1,4
10496,2771,2026-01-30 17:49:00,2026-01-30 17:57:21,501,7,4,4,2,7
10497,2771,2026-01-31 22:12:00,2026-01-31 22:22:54,654,8,5,2,0,4
10498,2771,2026-02-02 17:49:00,2026-02-02 17:57:46,526,9,7,2,1,3
10500,2772,2026-01-15 09:52:00,2026-01-15 10:02:20,620,2,0,3,1,2
10499,2772,2026-01-15 21:06:00,2026-01-15 21:16:24,624,1,0,2,2,7
10501,2772,2026-01-16 13:56:00,2026-01-16 14:02:53,413,3,1,4,1,7
10502,2772,2026-01-17 13:01:00,2026-01-17 13:12:34,694,4,2,5,0,8
10503,2773,2026-01-18 15:33:00,2026-01-18 15:38:40,340,1,0,1,0,7
10504,2773,2026-01-18 15:38:00,2026-01-18 15:41:00,180,2,0,0,0,6
10505,2773,2026-01-19 14:32:00,2026-01-19 14:35:46,226,3,1,2,1,2
10506,2773,2026-01-19 20:57:00,2026-01-19 20:59:21,141,4,1,0,0,7
10507,2773,2026-01-20 21:57:00,2026-01-20 22:01:45,285,5,2,1,0,10
10509,2773,2026-01-22 10:46:00,2026-01-22 10:51:57,357,7,4,1,1,5
10508,2773,2026-01-22 16:25:00,2026-01-22 16:30:22,322,6,4,0,0,6
10511,2774,2026-01-26 10:55:00,2026-01-26 11:05:10,610,2,0,2,2,5
10510,2774,2026-01-27 01:42:54,2026-01-27 01:52:11,557,1,1,2,1,1
10512,2774,2026-01-31 17:14:00,2026-01-31 17:23:01,541,3,5,0,0,6
10513,2775,2026-01-24 16:49:00,2026-01-24 16:56:01,421,1,0,1,1,11
10514,2775,2026-01-25 13:53:00,2026-01-25 14:00:30,450,2,1,1,1,4
10515,2775,2026-01-26 16:10:00,2026-01-26 16:18:14,494,3,2,2,2,5
10516,2775,2026-01-27 18:28:00,2026-01-27 18:37:13,553,4,3,2,0,3
10517,2776,2026-01-20 11:23:00,2026-01-20 11:30:47,467,1,0,0,0,5
10518,2776,2026-01-21 18:45:00,2026-01-21 18:52:48,468,2,1,0,0,5
10519,2776,2026-01-25 20:23:00,2026-01-25 20:32:44,584,3,5,0,0,1
10520,2777,2026-01-23 21:57:37,2026-01-23 22:05:53,496,1,0,3,1,6
10521,2777,2026-01-24 17:30:00,2026-01-24 17:39:15,555,2,1,2,2,6
10522,2777,2026-01-24 17:58:00,2026-01-24 18:09:18,678,3,1,2,2,6
10523,2778,2026-01-30 09:27:10,2026-01-30 09:29:07,117,1,0,2,0,5
10525,2779,2026-01-21 08:41:00,2026-01-21 08:46:10,310,2,0,4,0,3
10527,2779,2026-01-21 10:10:00,2026-01-21 10:15:51,351,4,0,0,0,5
10524,2779,2026-01-21 15:54:34,2026-01-21 16:03:58,564,1,0,1,1,4
10526,2779,2026-01-21 22:14:00,2026-01-21 22:20:22,382,3,0,1,1,4
10528,2779,2026-01-28 07:39:00,2026-01-28 07:45:47,407,5,7,1,1,2
10529,2780,2026-01-15 18:48:00,2026-01-15 18:54:27,387,1,0,0,0,4
10530,2780,2026-01-17 20:21:00,2026-01-17 20:28:37,457,2,2,3,1,6
10532,2781,2026-01-20 15:47:00,2026-01-20 16:00:50,830,2,0,3,1,9
10531,2781,2026-01-20 22:55:00,2026-01-20 23:06:27,687,1,0,4,1,5
10533,2781,2026-01-21 20:13:00,2026-01-21 20:23:19,619,3,1,3,3,3
10534,2782,2026-01-30 22:40:00,2026-01-30 22:44:39,279,1,0,0,0,3
10535,2782,2026-02-01 10:58:00,2026-02-01 11:05:45,465,2,2,3,0,3
10536,2782,2026-02-01 15:41:00,2026-02-01 15:44:19,199,3,2,0,0,6
10537,2783,2026-01-27 23:51:18,2026-01-27 23:56:46,328,1,0,1,0,5
10538,2783,2026-01-28 11:13:00,2026-01-28 11:19:30,390,2,1,0,0,3
10539,2784,2026-01-29 12:28:00,2026-01-29 12:37:19,559,1,0,1,1,5
10540,2784,2026-01-29 19:33:00,2026-01-29 19:45:49,769,2,0,1,1,3
10541,2784,2026-01-31 11:52:00,2026-01-31 12:01:46,586,3,2,3,2,4
10542,2785,2026-01-30 12:50:07,2026-01-30 12:58:52,525,1,0,0,0,2
10543,2785,2026-02-01 10:53:00,2026-02-01 11:00:31,451,2,2,1,0,6
10544,2785,2026-02-03 17:47:00,2026-02-03 17:54:36,456,3,4,1,0,4
10545,2786,2026-01-17 01:15:30,2026-01-17 01:19:53,263,1,1,2,0,3
10546,2786,2026-01-18 11:25:00,2026-01-18 11:33:18,498,2,2,2,1,5
10547,2787,2026-01-19 21:44:00,2026-01-19 21:52:08,488,1,0,0,0,3
10548,2787,2026-01-21 16:28:00,2026-01-21 16:37:34,574,2,2,3,1,7
10550,2788,2026-01-16 14:41:00,2026-01-16 14:46:22,322,2,0,0,0,4
10549,2788,2026-01-16 20:05:00,2026-01-16 20:09:05,245,1,0,0,0,6
10551,2788,2026-01-17 14:09:00,2026-01-17 14:14:24,324,3,1,1,1,8
10552,2788,2026-01-20 12:55:00,2026-01-20 13:00:14,314,4,4,0,0,6
10555,2789,2026-01-15 13:45:00,2026-01-15 13:48:02,182,3,0,1,0,2
10554,2789,2026-01-15 15:30:00,2026-01-15 15:32:44,164,2,0,1,0,8
10553,2789,2026-01-15 19:58:00,2026-01-15 20:04:13,373,1,0,2,1,3
10556,2789,2026-01-16 08:58:00,2026-01-16 09:02:44,284,4,1,1,1,8
10557,2790,2026-01-29 14:47:00,2026-01-29 14:49:39,159,1,0,0,0,4
10558,2791,2026-01-30 23:18:27,2026-01-30 23:21:41,194,1,0,2,0,5
10561,2792,2026-01-17 11:45:00,2026-01-17 11:55:34,634,3,0,0,0,7
10559,2792,2026-01-17 15:56:56,2026-01-17 16:07:00,604,1,0,2,2,5
10560,2792,2026-01-17 22:17:00,2026-01-17 22:23:04,364,2,0,1,1,7
10562,2792,2026-01-21 21:19:00,2026-01-21 21:28:26,566,4,4,1,1,4
10564,2792,2026-01-22 11:58:00,2026-01-22 12:05:37,457,6,5,1,1,7
10563,2792,2026-01-22 14:52:00,2026-01-22 14:59:55,475,5,5,1,0,8
10566,2793,2026-01-27 11:28:00,2026-01-27 11:35:33,453,2,0,0,0,4
10565,2793,2026-01-27 20:06:00,2026-01-27 20:15:31,571,1,0,4,0,6
10567,2793,2026-01-28 15:51:00,2026-01-28 16:01:04,604,3,1,2,2,4
10568,2793,2026-01-28 17:15:00,2026-01-28 17:23:42,522,4,1,0,0,3
10569,2793,2026-01-31 21:41:00,2026-01-31 21:50:59,599,5,4,0,0,6
10570,2793,2026-02-03 20:31:00,2026-02-03 20:39:53,533,6,7,2,1,2
10572,2794,2026-01-24 15:01:00,2026-01-24 15:07:12,372,2,0,1,0,7
10573,2794,2026-01-24 17:14:00,2026-01-24 17:17:52,232,3,0,1,1,1
10571,2794,2026-01-24 20:38:00,2026-01-24 20:45:05,425,1,0,0,0,3
10574,2794,2026-01-25 10:02:00,2026-01-25 10:09:53,473,4,1,0,0,4
10575,2794,2026-01-27 19:44:00,2026-01-27 19:49:26,326,5,3,0,0,3
10576,2794,2026-01-28 16:52:00,2026-01-28 17:01:06,546,6,4,1,1,6
10577,2795,2026-01-16 15:56:00,2026-01-16 16:09:24,804,1,0,3,3,6
10578,2795,2026-01-18 22:30:00,2026-01-18 22:41:37,697,2,2,1,1,5
10579,2795,2026-01-20 09:10:00,2026-01-20 09:19:54,594,3,4,3,2,7
10580,2795,2026-01-20 12:04:00,2026-01-20 12:13:46,586,4,4,0,0,4
10581,2796,2026-01-30 14:45:26,2026-01-30 14:54:34,548,1,0,2,1,7
10582,2796,2026-02-04 07:29:00,2026-02-04 07:38:34,574,2,5,3,3,2
10583,2797,2026-01-29 20:09:55,2026-01-29 20:19:04,549,1,0,1,1,7
10584,2797,2026-01-30 08:54:00,2026-01-30 09:01:30,450,2,1,2,2,3
10585,2797,2026-02-01 21:56:00,2026-02-01 22:08:21,741,3,3,4,1,3
10587,2798,2026-01-24 17:17:00,2026-01-24 17:27:37,637,2,0,1,1,4
10586,2798,2026-01-24 17:24:07,2026-01-24 17:34:56,649,1,0,2,1,3
10588,2798,2026-01-25 11:02:00,2026-01-25 11:11:49,589,3,1,1,1,6
10589,2798,2026-01-26 10:44:00,2026-01-26 10:56:00,720,4,2,2,1,8
10590,2798,2026-01-27 17:12:00,2026-01-27 17:22:49,649,5,3,4,2,1
10591,2798,2026-01-29 13:38:00,2026-01-29 13:49:35,695,6,5,2,0,7
10593,2799,2026-01-27 13:28:00,2026-01-27 13:35:54,474,2,0,3,2,2
10592,2799,2026-01-27 15:38:00,2026-01-27 15:45:17,437,1,0,1,1,2
10594,2799,2026-01-29 20:26:00,2026-01-29 20:33:31,451,3,2,1,1,6
10595,2799,2026-01-30 14:34:00,2026-01-30 14:41:26,446,4,3,1,1,4
10596,2799,2026-01-31 19:11:00,2026-01-31 19:15:19,259,5,4,0,0,3
10597,2800,2026-01-21 19:23:00,2026-01-21 19:29:07,367,1,0,1,0,2
10598,2801,2026-01-28 19:47:00,2026-01-28 19:53:49,409,1,0,0,0,2
10599,2801,2026-01-28 21:29:00,2026-01-28 21:34:17,317,2,0,0,0,7
10600,2801,2026-02-01 11:18:00,2026-02-01 11:20:20,140,3,4,0,0,4
10601,2801,2026-02-03 18:31:00,2026-02-03 18:34:31,211,4,6,1,0,2
10603,2802,2026-01-22 15:46:00,2026-01-22 15:58:33,753,2,0,2,0,8
10602,2802,2026-01-22 20:42:00,2026-01-22 20:52:41,641,1,0,1,1,3
10605,2803,2026-01-31 08:14:00,2026-01-31 08:18:06,246,2,0,0,0,6
10604,2803,2026-01-31 19:53:01,2026-01-31 19:57:58,297,1,0,2,0,2
10606,2803,2026-02-04 17:25:00,2026-02-04 17:31:14,374,3,4,1,0,1
10607,2804,2026-01-16 12:43:00,2026-01-16 12:50:19,439,1,0,1,0,3
10609,2804,2026-01-16 15:49:00,2026-01-16 15:58:13,553,3,0,2,1,8
10608,2804,2026-01-16 18:23:00,2026-01-16 18:29:58,418,2,0,0,0,7
10610,2804,2026-01-17 21:04:00,2026-01-17 21:10:04,364,4,1,2,0,3
10611,2805,2026-01-18 00:08:13,2026-01-18 00:18:57,644,1,1,1,1,6
10612,2805,2026-01-19 17:19:00,2026-01-19 17:31:07,727,2,2,4,2,5
10613,2805,2026-01-21 14:07:00,2026-01-21 14:20:32,812,3,4,2,2,6
10614,2806,2026-01-31 15:27:00,2026-01-31 15:30:36,216,1,0,0,0,6
10615,2807,2026-01-19 22:54:22,2026-01-19 23:06:10,708,1,0,1,1,4
10616,2807,2026-01-21 16:44:00,2026-01-21 16:53:21,561,2,2,1,1,9
10617,2808,2026-01-20 12:16:00,2026-01-20 12:27:52,712,1,0,3,1,5
10618,2808,2026-01-20 13:51:00,2026-01-20 14:02:49,709,2,0,3,0,5
10619,2808,2026-01-21 19:49:00,2026-01-21 19:58:14,554,3,1,1,0,6
10620,2808,2026-01-25 14:50:00,2026-01-25 14:57:56,476,4,5,1,1,3
10621,2808,2026-01-27 13:42:00,2026-01-27 13:50:28,508,5,7,1,1,6
10623,2809,2026-01-28 17:52:00,2026-01-28 18:04:26,746,2,0,3,2,9
10622,2809,2026-01-28 20:47:00,2026-01-28 20:59:07,727,1,0,2,2,5
10624,2809,2026-02-01 09:08:00,2026-02-01 09:21:34,814,3,4,2,2,5
10625,2809,2026-02-01 20:26:00,2026-02-01 20:39:07,787,4,4,4,4,3
10628,2810,2026-01-18 09:36:00,2026-01-18 09:46:39,639,3,0,4,2,8
10626,2810,2026-01-18 12:39:00,2026-01-18 12:49:09,609,1,0,0,0,5
10627,2810,2026-01-18 13:40:00,2026-01-18 13:47:15,435,2,0,3,3,2
10631,2811,2026-01-23 10:12:00,2026-01-23 10:13:14,74,3,0,1,0,5
10630,2811,2026-01-23 13:10:00,2026-01-23 13:16:23,383,2,0,1,1,4
10629,2811,2026-01-23 22:09:00,2026-01-23 22:11:52,172,1,0,0,0,4
10633,2812,2026-01-19 09:11:00,2026-01-19 09:22:39,699,2,0,3,3,6
10634,2812,2026-01-19 13:54:00,2026-01-19 14:03:18,558,3,0,3,3,3
10632,2812,2026-01-19 21:34:26,2026-01-19 21:43:34,548,1,0,4,3,6
10635,2812,2026-01-20 10:30:00,2026-01-20 10:39:22,562,4,1,0,0,6
10636,2812,2026-01-20 18:00:00,2026-01-20 18:12:05,725,5,1,2,2,7
10637,2812,2026-01-21 07:53:00,2026-01-21 08:04:36,696,6,2,3,2,1
10638,2813,2026-01-18 13:35:00,2026-01-18 13:45:27,627,1,0,2,0,7
10641,2814,2026-01-31 08:40:00,2026-01-31 08:45:15,315,3,0,1,0,4
10640,2814,2026-01-31 21:50:00,2026-01-31 21:56:09,369,2,0,2,0,3
10639,2814,2026-01-31 22:02:00,2026-01-31 22:07:00,300,1,0,1,0,5
10642,2814,2026-02-02 17:53:00,2026-02-02 17:59:32,392,4,2,4,0,5
10643,2814,2026-02-04 22:52:00,2026-02-04 22:55:58,238,5,4,1,1,3
10645,2815,2026-01-18 08:34:00,2026-01-18 08:38:35,275,2,0,1,0,4
10644,2815,2026-01-18 20:12:00,2026-01-18 20:14:23,143,1,0,2,0,6
10647,2816,2026-01-16 11:56:00,2026-01-16 12:02:43,403,2,0,0,0,2
10646,2816,2026-01-16 15:13:07,2026-01-16 15:18:50,343,1,0,0,0,4
10648,2816,2026-01-17 09:42:00,2026-01-17 09:46:36,276,3,1,2,0,6
10649,2816,2026-01-21 13:35:00,2026-01-21 13:38:08,188,4,5,0,0,4
10650,2817,2026-01-26 11:30:59,2026-01-26 11:36:33,334,1,0,1,0,4
10651,2817,2026-01-26 21:52:00,2026-01-26 21:57:41,341,2,0,0,0,6
10652,2818,2026-01-29 19:24:34,2026-01-29 19:34:53,619,1,0,1,1,3
10653,2818,2026-01-29 20:06:00,2026-01-29 20:18:46,766,2,0,4,2,6
10655,2818,2026-01-30 15:48:00,2026-01-30 15:58:07,607,4,1,1,0,4
10654,2818,2026-01-30 22:19:00,2026-01-30 22:28:44,584,3,1,1,0,4
10657,2819,2026-01-17 14:23:00,2026-01-17 14:33:35,635,2,0,2,2,4
10656,2819,2026-01-17 16:08:00,2026-01-17 16:19:58,718,1,0,4,2,6
10659,2819,2026-01-18 14:43:00,2026-01-18 14:56:35,815,4,1,3,1,6
10658,2819,2026-01-18 18:14:00,2026-01-18 18:22:47,527,3,1,3,3,6
10661,2819,2026-01-19 15:46:00,2026-01-19 15:56:46,646,6,2,2,1,3
10660,2819,2026-01-19 16:29:00,2026-01-19 16:36:42,462,5,2,2,2,5
10662,2820,2026-01-27 20:51:00,2026-01-27 21:03:28,748,1,0,1,1,5
10663,2820,2026-01-28 18:47:00,2026-01-28 18:55:36,516,2,1,2,1,1
10664,2820,2026-01-29 11:54:00,2026-01-29 12:05:55,715,3,2,2,1,5
10665,2820,2026-01-29 19:18:00,2026-01-29 19:30:00,720,4,2,2,1,5
10666,2820,2026-01-30 17:08:00,2026-01-30 17:15:35,455,5,3,1,0,6
